fname,id,actions,text,category
Cleaned-EDA_L0_7_3_Dirs_1.txt,180-2,"Any[1,1,1,4]",walk forward three times,Move
Cleaned-EDA_L0_7_3_Dirs_1.txt,180-3,"Any[2,4]",turn right,Turn
Cleaned-EDA_L0_7_3_Dirs_1.txt,180-4,"Any[1,1,4]",walk forward twice,Move
Cleaned-EDA_L0_7_3_Dirs_1.txt,180-5,"Any[2,4]",turn right,Turn
Cleaned-EDA_L0_7_3_Dirs_1.txt,180-6,"Any[1,4]",walk forward once,Move
Cleaned-EDA_L0_7_4_Dirs_1.txt,283-1,"Any[2,4]",turn so that the wall is on your left,Orient
Cleaned-EDA_L0_7_4_Dirs_1.txt,283-2,"Any[1,1,1,4]",walk forward three times,Move
Cleaned-EDA_L0_7_5_Dirs_1.txt,340-1,"Any[2,4]",turn so that the wall is on your left,Orient
Cleaned-EDA_L0_7_5_Dirs_1.txt,340-2,"Any[1,1,4]",walk forward twice,Move
Cleaned-EDA_L0_7_5_Dirs_1.txt,340-3,"Any[3,4]",turn left,Turn
Cleaned-EDA_L0_7_5_Dirs_1.txt,340-4,"Any[1,1,1,4]",walk forward three times,Move
Cleaned-EDA_L0_7_6_Dirs_1.txt,56-1,"Any[2,4]",turn to face the honeycomb yellow floor,TurnToX
Cleaned-EDA_L0_7_6_Dirs_1.txt,56-2,"Any[1,4]",walk forward once,Move
Cleaned-EDA_L0_7_6_Dirs_1.txt,56-3,"Any[3,4]",turn left,Turn
Cleaned-EDA_L0_7_6_Dirs_1.txt,56-4,"Any[1,4]",walk forward once,Move
Cleaned-EMWC_Grid0_1_2_Dirs_1.txt,314-1,"Any[2,4]",go toward the bench at the end of the hall with pink-flowered carpet,MoveToX
Cleaned-EMWC_Grid0_1_2_Dirs_1.txt,314-2,"Any[1,1,2,4]",turn right at the bench into the yellow tiled hall,AnyCombination
Cleaned-EMWC_Grid0_1_2_Dirs_1.txt,314-3,"Any[1,1,4]",go two segments to the intesection with the stone-floored hallway,MoveToX
Cleaned-EMWC_Grid0_1_2_Dirs_1.txt,314-4,Any[4],this intersection contains an easel,Describe
Cleaned-EMWC_Grid0_1_3_Dirs_1.txt,390-1,"Any[2,4]",face the shorter portion of the pink-flowered carpet hall where it interesects the blue-tiled hall,TurnToX
Cleaned-EMWC_Grid0_1_3_Dirs_1.txt,390-2,Any[4],your back should be away from the bench at the opposite end where the pink-flowered carpet hall meets the yellow-tiled hall two segments away,Describe
Cleaned-EMWC_Grid0_1_3_Dirs_1.txt,390-3,"Any[1,4]",go forward one segment to the blue-tiled hall,MoveToX
Cleaned-EMWC_Grid0_1_3_Dirs_1.txt,390-4,"Any[3,4]",turn left into the blue-tiled hall,TurnToX
Cleaned-EMWC_Grid0_1_3_Dirs_1.txt,390-5,"Any[1,1,1,4]",go forward three segments past the stool to the intersection of the bare concrete hall,Conditional
Cleaned-EMWC_Grid0_1_3_Dirs_1.txt,390-6,Any[4],there should be a bench and a hatrack ahead of you in the blue-tiled hall and no objects in either of the intersections to your left,Describe
Cleaned-EMWC_Grid0_1_4_Dirs_1.txt,286-1,"Any[2,4]",face the shorter portion of the brick hall,TurnToX
Cleaned-EMWC_Grid0_1_4_Dirs_1.txt,286-2,Any[4],there should be a hatrack in the intersection you are facing and a lamp in the intersection behind you,Describe
Cleaned-EMWC_Grid0_1_4_Dirs_1.txt,286-3,"Any[1,4]",go forward one segment to the grassy hall,MoveToX
Cleaned-EMWC_Grid0_1_4_Dirs_1.txt,286-4,"Any[2,4]",turn right,Turn
Cleaned-EMWC_Grid0_1_4_Dirs_1.txt,286-5,"Any[1,1,4]",go forward two segments to the intersection of the yellow-tiled hall,MoveToX
Cleaned-EMWC_Grid0_1_5_Dirs_1.txt,1269-1,"Any[2,4]",face the pink-flowered carpet hall with your back to the bench at the intersection of it and the yellow-tiled hall,Orient
Cleaned-EMWC_Grid0_1_5_Dirs_1.txt,1269-2,Any[4],the longer side of the wooden hall should be to your left the shorter to the right,Describe
Cleaned-EMWC_Grid0_1_5_Dirs_1.txt,1269-3,"Any[1,4]",go forward one segment to the blue-tiled hall,MoveToX
Cleaned-EMWC_Grid0_1_5_Dirs_1.txt,1269-4,"Any[3,4]",turn left in the blue-tiled hall away from the intersection with the grassy hall,Conditional
Cleaned-EMWC_Grid0_1_5_Dirs_1.txt,1269-5,"Any[1,1,1,1,1,4]",follow the blue-tiled hall five segments past the stool and bench to the intersection conataining the hatrack,Conditional
Cleaned-EMWC_Grid0_1_5_Dirs_1.txt,1269-6,"Any[3,4]",turn left at this intersection,Turn
Cleaned-EMWC_Grid0_1_5_Dirs_1.txt,1269-7,"Any[1,4]",go forward one segment,Move
Cleaned-EMWC_Grid0_1_6_Dirs_1.txt,228-1,"Any[2,4]",face away from the shorter end of the hall,TurnToX
Cleaned-EMWC_Grid0_1_6_Dirs_1.txt,228-2,"Any[2,4]",the blue-tiled hallway should be visible to your right,TurnToX
Cleaned-EMWC_Grid0_1_6_Dirs_1.txt,228-3,"Any[2,1,4]",follow the brown brick floored hallway to the wooden floored hallway,TurnMoveToX
Cleaned-EMWC_Grid0_1_6_Dirs_1.txt,228-4,"Any[3,4]",turn left toward the yellow hexagonal tiled hallway,TurnToX
Cleaned-EMWC_Grid0_1_6_Dirs_1.txt,228-5,"Any[1,1,4]",follow the wooden floored hallway to the 't' intersection where the top of the 't' is two sections of wooden floor and the stem of the 't' is a yellow hexagonally tiled section,Conditional
Cleaned-EMWC_Grid0_1_7_Dirs_1.txt,1557-1,"Any[2,4]",orient yourself to face the longer portion of the brick hall,Orient
Cleaned-EMWC_Grid0_1_7_Dirs_1.txt,1557-2,Any[4],the hatrack in the brick hall should be one segment behind you,Describe
Cleaned-EMWC_Grid0_1_7_Dirs_1.txt,1557-3,Any[4],the bench at the intersection of the pink-flowered carpet hall and the yellow-tiled hall at your left; the intersection of the blue-tiled hall the the pink-flowered carpet hall to your right,Describe
Cleaned-EMWC_Grid0_1_7_Dirs_1.txt,1557-4,"Any[1,1,1,4]",go forward three segments,Move
Cleaned-EMWC_Grid0_1_7_Dirs_1.txt,1557-6,Any[4],there should be a bare concrete floored hall at the this intersection; pictures of butterflies in the hall to the right leading to an empty 't' intersection with the blue-tiled hall and pictures of the eiffel tower leading to an empty 't' intersection to your left,Describe
Cleaned-EMWC_Grid0_2_1_Dirs_1.txt,504-1,"Any[2,1,1,4]",go down the hall with yellow stone floors until you come to a hall to your left with pink-flowered carpet,Conditional
Cleaned-EMWC_Grid0_2_1_Dirs_1.txt,504-2,"Any[3,4]",turn left into this hall,Turn
Cleaned-EMWC_Grid0_2_1_Dirs_1.txt,504-3,"Any[1,1,4]",position one is the intersection containing an easel,MoveToX
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-1,"Any[2,4]",place your back against the wall of the 't' intersection,Orient
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-10,Any[4],the first segment of this bar concrete hall to your left should have butterfly pictures; followed by a second segment containg eiffel tower pictures,Describe
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-11,Any[4],the hallway should 't' after the segment of eiffel tower pics,Describe
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-2,"Any[3,4]",turn left down the stone floored hallway,TurnToX
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-3,"Any[1,1,1,4]",follow this hallway three segments to the blue-tiled hallway,MoveToX
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-4,"Any[3,4]",turn left in this hall,Turn
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-5,"Any[3,4]",you will be turning toward many pictures of butterflies,TurnToX
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-6,Any[4],there should be no visible pictures of fish,Describe
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-7,"Any[1,4]",follow the hallway until you reach the about second intersection with a bare concrete floor,Conditional
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-8,Any[4],the intersection should be empty though the next intersection will contain a bench and the one following will contain a hatrack,Describe
Cleaned-EMWC_Grid0_2_3_Dirs_1.txt,657-9,Any[4],the intersection to your left should be empty,Describe
Cleaned-EMWC_Grid0_2_4_Dirs_1.txt,1318-1,"Any[2,1,1,1,4]",follow the yellow-tiled hall forward three segments passing the bench,AnyCombination
Cleaned-EMWC_Grid0_2_4_Dirs_1.txt,1318-2,Any[4],this corner where the yellow-tiled hall intersects the grassy hall is position 4,Describe
Cleaned-EMWC_Grid0_2_5_Dirs_1.txt,323-1,"Any[2,4]",place your back against the wall of the 't' intersection,Orient
Cleaned-EMWC_Grid0_2_5_Dirs_1.txt,323-2,"Any[3,1,1,1,4]",follow the stone hall to your left three segments to the blue-tiled hallway,AnyCombination
Cleaned-EMWC_Grid0_2_5_Dirs_1.txt,323-3,"Any[3,4]",turn left at the stool in the blue-tiled hall,AnyCombination
Cleaned-EMWC_Grid0_2_5_Dirs_1.txt,323-4,"Any[1,1,1,4]",follow this hall past the bench to the hatrack about four segments,Conditional
Cleaned-EMWC_Grid0_2_5_Dirs_1.txt,323-5,"Any[3,4]",turn left into the bare concrete floored hall whose intersection with the blue-tiled hall contains the hatrack,TurnToX
Cleaned-EMWC_Grid0_2_5_Dirs_1.txt,323-6,"Any[1,4]",go forward one segment to the corner,MoveToX
Cleaned-EMWC_Grid0_2_7_Dirs_1.txt,117-1,"Any[2,1,1,4]",follow the hall with the yellow-tiled floor to the hall with pink-flowered carpet on the floor,AnyCombination
Cleaned-EMWC_Grid0_2_7_Dirs_1.txt,117-2,"Any[3,4]",turn left into this hall,Turn
Cleaned-EMWC_Grid0_2_7_Dirs_1.txt,117-3,"Any[1,1,4]",follow this hall until you reach the hall with a brown stone floor one previous to the blue-tiled hall,Conditional
Cleaned-EMWC_Grid0_2_7_Dirs_1.txt,117-4,"Any[3,4]",turn left,Turn
Cleaned-EMWC_Grid0_2_7_Dirs_1.txt,117-5,"Any[1,1,1,4]",follow the hall until you reach a concrete hall with butterflies to the side the blue tile is on the right side and nothing in the intersection at that end of the hall,Conditional
Cleaned-EMWC_Grid0_2_7_Dirs_1.txt,117-6,Any[4],the intersection you are standing in should also be empty,Describe
Cleaned-EMWC_Grid0_3_1_Dirs_1.txt,1051-1,"Any[2,4]",follow the blue-tiled hallway away form the bench and hatrack toward the pictures of not-butterflies,AnyCombination
Cleaned-EMWC_Grid0_3_1_Dirs_1.txt,1051-2,Any[4],i believe they are those lovely yellow fish,Describe
Cleaned-EMWC_Grid0_3_1_Dirs_1.txt,1051-3,"Any[1,1,1,2,4]",turn right into the hall with pink-flowered carpet,TurnToX
Cleaned-EMWC_Grid0_3_1_Dirs_1.txt,1051-4,"Any[1,4]",position 1 is the intersection containing the easel,MoveToX
Cleaned-EMWC_Grid0_3_2_Dirs_1.txt,580-1,"Any[2,1,1,1,4]",go down the blue-tiled floor until you reach a hall with pink-flowered carpet,Conditional
Cleaned-EMWC_Grid0_3_2_Dirs_1.txt,580-2,"Any[2,4]",turn right into this hall,TurnToX
Cleaned-EMWC_Grid0_3_2_Dirs_1.txt,580-3,"Any[1,1,1,4]",follow this hall until you reach a hall with yellow stone flooring,Conditional
Cleaned-EMWC_Grid0_3_2_Dirs_1.txt,580-4,"Any[2,4]",i believe you turn right,Turn
Cleaned-EMWC_Grid0_3_2_Dirs_1.txt,580-5,"Any[2,4]",regardless you will turn toward the easel,TurnToX
Cleaned-EMWC_Grid0_3_2_Dirs_1.txt,580-6,"Any[1,1,4]",the space containing the easel is position 2,MoveToX
Cleaned-EMWC_Grid0_3_4_Dirs_1.txt,822-1,"Any[2,4]",place your back to the wall of the 't' intersection,Orient
Cleaned-EMWC_Grid0_3_4_Dirs_1.txt,822-2,"Any[3,4]",turn to the left,Turn
Cleaned-EMWC_Grid0_3_4_Dirs_1.txt,822-3,"Any[1,1,1,1,4]",go forward four segments passing the stool and chair to the grassy hallway,Conditional
Cleaned-EMWC_Grid0_3_4_Dirs_1.txt,822-4,"Any[2,4]",turn right,Turn
Cleaned-EMWC_Grid0_3_4_Dirs_1.txt,822-5,"Any[1,1,1,4]",go forward three segments to the intersection of the grassy and yellow-tiled hallways passing the hatrack,Conditional
Cleaned-EMWC_Grid0_3_5_Dirs_1.txt,1352-1,"Any[2,4]",place your back against the wall of the 't' intersection,Orient
Cleaned-EMWC_Grid0_3_5_Dirs_1.txt,1352-2,"Any[2,4]",turn to the right,Turn
Cleaned-EMWC_Grid0_3_5_Dirs_1.txt,1352-3,"Any[1,1,4]",go forward two segments past the bench to the intersection containing the hatrack,Conditional
Cleaned-EMWC_Grid0_3_5_Dirs_1.txt,1352-4,"Any[3,4]",turn left into the bare concrete hallway,TurnToX
Cleaned-EMWC_Grid0_3_5_Dirs_1.txt,1352-5,"Any[1,4]",go forward one segment,Move
Cleaned-EMWC_Grid0_3_6_Dirs_1.txt,750-1,"Any[2,4]",place your back against the wall of the 't' intersection,Orient
Cleaned-EMWC_Grid0_3_6_Dirs_1.txt,750-2,"Any[3,4]",turn to the left,Turn
Cleaned-EMWC_Grid0_3_6_Dirs_1.txt,750-3,"Any[1,1,4]",go forward two segments along the blue-tiled hall,MoveToX
Cleaned-EMWC_Grid0_3_6_Dirs_1.txt,750-4,"Any[2,4]",turn right into the wooden hall,TurnToX
Cleaned-EMWC_Grid0_3_6_Dirs_1.txt,750-5,"Any[1,1,4]",go forward two segments to the intersection of the bare concrete hallway,Conditional
Cleaned-EMWC_Grid0_3_7_Dirs_1.txt,1325-1,"Any[2,4]",place your back against the wall of the 't' intersection,Orient
Cleaned-EMWC_Grid0_3_7_Dirs_1.txt,1325-2,"Any[1,4]",go forward one segment,Move
Cleaned-EMWC_Grid0_3_7_Dirs_1.txt,1325-3,Any[4],there should be a brick floor in the hall to either side of you,Describe
Cleaned-EMWC_Grid0_4_1_Dirs_1.txt,1219-1,"Any[2,1,1,4]",go two segments down the grassy hall to the hat rack,TurnMoveToX
Cleaned-EMWC_Grid0_4_1_Dirs_1.txt,1219-2,"Any[3,4]",turn left,Turn
Cleaned-EMWC_Grid0_4_1_Dirs_1.txt,1219-3,"Any[1,4]",go one segment forward to the intersection with the hall with pink-flowered carpet,MoveToX
Cleaned-EMWC_Grid0_4_1_Dirs_1.txt,1219-4,Any[4],in this intersection is an easel,Describe
Cleaned-EMWC_Grid0_4_2_Dirs_1.txt,1433-1,"Any[2,1,1,1,4]",go forward three segments down the yellow-tiled hall passing the bench,AnyCombination
Cleaned-EMWC_Grid0_4_2_Dirs_1.txt,1433-2,Any[4],there is an easel in this intersection,Describe
Cleaned-EMWC_Grid0_4_3_Dirs_1.txt,1078-1,"Any[2,1,1,1,4]",go three segments down the grassy hall to the blue-tiled hall passing the hatrack,AnyCombination
Cleaned-EMWC_Grid0_4_3_Dirs_1.txt,1078-2,"Any[3,4]",turn left into the blue-tiled hall,TurnToX
Cleaned-EMWC_Grid0_4_3_Dirs_1.txt,1078-3,"Any[1,1,1,1,4]",follow it four segments to the intersection with the bare concrete hall passing the chair and stool,Conditional
Cleaned-EMWC_Grid0_4_5_Dirs_1.txt,1072-1,"Any[2,1,1,1,4]",follow the grassy hall three segments to the blue-tiled hall,AnyCombination
Cleaned-EMWC_Grid0_4_5_Dirs_1.txt,1072-2,"Any[3,4]",turn left,Turn
Cleaned-EMWC_Grid0_4_5_Dirs_1.txt,1072-3,"Any[1,1,1,1,1,1,4]",follow the blue-tiled hall six segments passing the chair stool and bench to the intersection containing the hatrack,Conditional
Cleaned-EMWC_Grid0_4_5_Dirs_1.txt,1072-4,"Any[3,4]",turn left,Turn
Cleaned-EMWC_Grid0_4_5_Dirs_1.txt,1072-5,"Any[1,4]",go one segment forward to the corner,MoveToX
Cleaned-EMWC_Grid0_4_6_Dirs_1.txt,290-1,"Any[2,1,4]",go down the grassy hallway one segment to the bare concrete hall,MoveToX
Cleaned-EMWC_Grid0_4_6_Dirs_1.txt,290-2,"Any[3,4]",turn left,Turn
Cleaned-EMWC_Grid0_4_6_Dirs_1.txt,290-3,"Any[1,1,4]",go forward three segements to the 't' intersection with the stone floor,MoveToX
Cleaned-EMWC_Grid0_4_7_Dirs_1.txt,990-1,"Any[2,4]",face the yellow-tiled hall,TurnToX
Cleaned-EMWC_Grid0_4_7_Dirs_1.txt,990-2,"Any[1,4]",follow it to the pink-flowered carpet hall,MoveToX
Cleaned-EMWC_Grid0_4_7_Dirs_1.txt,990-3,"Any[2,4]",turn right in to this hall,TurnToX
Cleaned-EMWC_Grid0_4_7_Dirs_1.txt,990-4,"Any[1,1,3,4]",when you get to the intersection containing the easel the perpendicular hall will have brown brick flooring turn to the left,AnyCombination
Cleaned-EMWC_Grid0_4_7_Dirs_1.txt,990-5,"Any[1,1,1,4]",follow the brown brick floored hall to the second to last intersection,Conditional
Cleaned-EMWC_Grid0_4_7_Dirs_1.txt,990-6,Any[4],the intersection in front of you should contain a chair and turn to the right,Describe
Cleaned-EMWC_Grid0_4_7_Dirs_1.txt,990-7,Any[4],the intersection to your right should be empty though you should see a blue-tiled hallway to either side of it,Describe
Cleaned-EMWC_Grid0_4_7_Dirs_1.txt,990-8,Any[4],there will be pictures of butterflies on the walls in the hall to your right and pictures of the eiffel tower in the hall to your left,Describe
Cleaned-EMWC_Grid0_5_1_Dirs_1.txt,1209-1,"Any[2,4]",face toward the blue-tiled hall containing the hatrack,TurnToX
Cleaned-EMWC_Grid0_5_1_Dirs_1.txt,1209-2,"Any[1,4]",go forward one segment to the hatrack,MoveToX
Cleaned-EMWC_Grid0_5_1_Dirs_1.txt,1209-3,"Any[2,4]",turn right,Turn
Cleaned-EMWC_Grid0_5_1_Dirs_1.txt,1209-4,"Any[1,1,1,1,1,4]",follow the blue-tiled hall five segments to the pink-flowered carpet hall,MoveToX
Cleaned-EMWC_Grid0_5_1_Dirs_1.txt,1209-5,"Any[2,4]",turn right,Turn
Cleaned-EMWC_Grid0_5_1_Dirs_1.txt,1209-6,"Any[1,4]",follow this hall one segment forward to the intersection with the brick hall,MoveToX
Cleaned-EMWC_Grid0_5_1_Dirs_1.txt,1209-7,Any[4],this intersection should contain an easel,Describe
Cleaned-EMWC_Grid0_5_2_Dirs_1.txt,1523-1,"Any[2,4]",face toward the hatrack,TurnToX
Cleaned-EMWC_Grid0_5_2_Dirs_1.txt,1523-2,"Any[1,4]",walk the one segment to it,MoveToX
Cleaned-EMWC_Grid0_5_2_Dirs_1.txt,1523-3,"Any[2,4]",turn right in the blue-tiled hall,AnyCombination
Cleaned-EMWC_Grid0_5_2_Dirs_1.txt,1523-4,"Any[1,1,1,1,1,4]",go forward until you reach a hall with pink flowered carpet,Conditional
Cleaned-EMWC_Grid0_5_2_Dirs_1.txt,1523-5,"Any[2,4]",turn right,Turn
Cleaned-EMWC_Grid0_5_2_Dirs_1.txt,1523-6,"Any[1,1,1,4]",follow this hall until it 't's with the yellow-tiled hall,Conditional
Cleaned-EMWC_Grid0_5_2_Dirs_1.txt,1523-7,"Any[2,4]",turn right,Turn
Cleaned-EMWC_Grid0_5_2_Dirs_1.txt,1523-8,"Any[1,1,4]",postion 2 is the intersection at the end of the hall containing the easel,MoveToX
Cleaned-EMWC_Grid0_5_3_Dirs_1.txt,487-1,"Any[2,4]",face the intersection containing the hatrack,TurnToX
Cleaned-EMWC_Grid0_5_3_Dirs_1.txt,487-2,"Any[1,4]",go forward one segment to the blue-tiled hall,MoveToX
Cleaned-EMWC_Grid0_5_3_Dirs_1.txt,487-3,"Any[2,1,1,4]",turn right at the hatrack go forward two segments passing the bench to the empty intersection,AnyCombination
Cleaned-EMWC_Grid0_5_4_Dirs_1.txt,645-1,"Any[2,4]",face the hatrack in the blue-tiled hallway,TurnToX
Cleaned-EMWC_Grid0_5_4_Dirs_1.txt,645-2,"Any[1,4]",walk the one segment toward it,MoveToX
Cleaned-EMWC_Grid0_5_4_Dirs_1.txt,645-3,"Any[2,4]",turn right,Turn
Cleaned-EMWC_Grid0_5_4_Dirs_1.txt,645-4,"Any[1,1,1,1,1,1,4]",follow the blue-tiled hallway to the grass floored hallway at the far end,MoveToX
Cleaned-EMWC_Grid0_5_4_Dirs_1.txt,645-5,"Any[2,4]",turn right,Turn
Cleaned-EMWC_Grid0_5_4_Dirs_1.txt,645-6,"Any[1,1,1,4]",where this hall intersects the yellow-tiled hall there should be an empty intersection,Conditional
Cleaned-EMWC_Grid0_5_6_Dirs_1.txt,177-1,"Any[2,4]",go toward the hatrack,TurnToX
Cleaned-EMWC_Grid0_5_6_Dirs_1.txt,177-2,"Any[1,2,4]",turn left at the hatrack into the blue-tiled hall,AnyCombination
Cleaned-EMWC_Grid0_5_6_Dirs_1.txt,177-3,"Any[1,1,1,1,4]",go forward until you reach an intersection with wooden flooring to your right,Conditional
Cleaned-EMWC_Grid0_5_6_Dirs_1.txt,177-4,"Any[2,4]",turn right in this hall,Turn
Cleaned-EMWC_Grid0_5_6_Dirs_1.txt,177-5,"Any[1,1,4]",postion 6 will be either one segment before or one segment after the segment with the lamp and will be empty,Conditional
Cleaned-EMWC_Grid0_5_7_Dirs_1.txt,650-1,"Any[2,4]",face toward the hatrack in the blue-tiled hall,TurnToX
Cleaned-EMWC_Grid0_5_7_Dirs_1.txt,650-2,"Any[1,4]",go to it one segment,MoveToX
Cleaned-EMWC_Grid0_5_7_Dirs_1.txt,650-3,"Any[2,4]",turn right,Turn
Cleaned-EMWC_Grid0_5_7_Dirs_1.txt,650-4,"Any[1,1,4]",go forward two segments or to the first empty intersection,Conditional
Cleaned-EMWC_Grid0_5_7_Dirs_1.txt,650-5,"Any[2,4]",turn right,Turn
Cleaned-EMWC_Grid0_5_7_Dirs_1.txt,650-6,Any[4],the floor should be bare concrete,Describe
Cleaned-EMWC_Grid0_5_7_Dirs_1.txt,650-7,Any[4],the walls have butterflies,Describe
Cleaned-EMWC_Grid0_5_7_Dirs_1.txt,650-8,"Any[1,4]",pass through this segment to the intersection with the hall of brown brick,Conditional
Cleaned-EMWC_Grid0_5_7_Dirs_1.txt,650-9,Any[4],this intersection should be empty and is position 7,Describe
Cleaned-EMWC_Grid0_6_1_Dirs_1.txt,622-1,"Any[2,4]",place your back to the 't' intersection,Orient
Cleaned-EMWC_Grid0_6_1_Dirs_1.txt,622-2,"Any[1,4]",go forward along the bare concrete hal one segment ti the intersection of the hall of pink-flowered carpet,MoveToX
Cleaned-EMWC_Grid0_6_1_Dirs_1.txt,622-3,"Any[3,4]",turn left,Turn
Cleaned-EMWC_Grid0_6_1_Dirs_1.txt,622-4,"Any[1,4]",go forward one segment to the intersection of the pink-flowered carpet hall and the brick hall,Conditional
Cleaned-EMWC_Grid0_6_1_Dirs_1.txt,622-5,Any[4],there is an easel in this intersection,Describe
Cleaned-EMWC_Grid0_6_2_Dirs_1.txt,887-1,"Any[2,4]",stand with your back to the wall of the 't' intersection,Orient
Cleaned-EMWC_Grid0_6_2_Dirs_1.txt,887-2,"Any[2,4]",go to the right toward the hall with the yellow hexagonal tile floor,TurnToX
Cleaned-EMWC_Grid0_6_2_Dirs_1.txt,887-3,"Any[1,2,1,4]",position 2 is the intersection containing the easel,AnyCombination
Cleaned-EMWC_Grid0_6_2_Dirs_1.txt,887-4,"Any[1,4]",i believe it is to your right,Describe
Cleaned-EMWC_Grid0_6_3_Dirs_1.txt,1381-1,"Any[2,1,4]",follow the yellow-tiled hall to the hall with pink-flowered carpet,AnyCombination
Cleaned-EMWC_Grid0_6_3_Dirs_1.txt,1381-2,"Any[3,4]",i 90% sure that you will turn left although i am certain that you will turn in the direction in which more hallways are visible,Turn
Cleaned-EMWC_Grid0_6_3_Dirs_1.txt,1381-3,"Any[1,1,4]",this hall will end in the blue-tiled hall,MoveToX
Cleaned-EMWC_Grid0_6_3_Dirs_1.txt,1381-4,"Any[3,4]",turn left,Turn
Cleaned-EMWC_Grid0_6_3_Dirs_1.txt,1381-5,"Any[1,1,1,4]",position three will be an empty segment on this hallway,Conditional
Cleaned-EMWC_Grid0_6_3_Dirs_1.txt,1381-6,Any[4],the flooring of the hall intersecting it will be bare concrete,Describe
Cleaned-EMWC_Grid0_6_3_Dirs_1.txt,1381-7,Any[4],position 3 is previous to the hatrack but after any other objects in the hall,Describe
Cleaned-EMWC_Grid0_6_4_Dirs_1.txt,735-1,"Any[2,4]",place your back against the wall of the 't' intersection,Orient
Cleaned-EMWC_Grid0_6_4_Dirs_1.txt,735-2,"Any[2,4]",turn right into the wooden hall,TurnToX
Cleaned-EMWC_Grid0_6_4_Dirs_1.txt,735-3,"Any[1,4]",go forward one segment to the yellow-tiled hall,MoveToX
Cleaned-EMWC_Grid0_6_4_Dirs_1.txt,735-4,"Any[3,4]",turn left,Turn
Cleaned-EMWC_Grid0_6_4_Dirs_1.txt,735-5,"Any[1,1,4]",go forward two segments past the bench to the intersection of the yellow-tiled and grassy halls,Conditional
Cleaned-EMWC_Grid0_6_5_Dirs_1.txt,1332-1,"Any[2,4]",place your back to the 't' intersection,Orient
Cleaned-EMWC_Grid0_6_5_Dirs_1.txt,1332-2,"Any[3,4]",turn to the left,Turn
Cleaned-EMWC_Grid0_6_5_Dirs_1.txt,1332-3,"Any[1,1,4]",go forward two segments down the wooden hall to the chair in the blue-tiled hall passing the lamp,Conditional
Cleaned-EMWC_Grid0_6_5_Dirs_1.txt,1332-4,"Any[3,4]",turn left,Turn
Cleaned-EMWC_Grid0_6_5_Dirs_1.txt,1332-5,"Any[1,1,1,1,4]",go forward four segments passing the bench to the intersection containing the hatrack,Conditional
Cleaned-EMWC_Grid0_6_5_Dirs_1.txt,1332-6,"Any[3,4]",turn left,Turn
Cleaned-EMWC_Grid0_6_5_Dirs_1.txt,1332-7,"Any[1,4]",go forward one segment to the corner,MoveToX
Cleaned-EMWC_Grid0_6_7_Dirs_1.txt,157-1,"Any[2,4]",stand with your back to the wall of the 't' intersection,Orient
Cleaned-EMWC_Grid0_6_7_Dirs_1.txt,157-2,"Any[3,4]",turn to the left into the wooden-floored hallway,TurnToX
Cleaned-EMWC_Grid0_6_7_Dirs_1.txt,157-3,"Any[1,4]",one segment down this hall a brick -floored hallway intersects it,MoveToX
Cleaned-EMWC_Grid0_6_7_Dirs_1.txt,157-4,"Any[3,4]",turn left into this hallway,TurnToX
Cleaned-EMWC_Grid0_6_7_Dirs_1.txt,157-5,"Any[1,1,4]",follow this hallway until you reach the bare concrete hall one segment away from the last intersection which contains a chair,Conditional
Cleaned-EMWC_Grid0_6_7_Dirs_1.txt,157-6,Any[4],the walls to you left should have pictures of the eiffel tower,Describe
Cleaned-EMWC_Grid0_6_7_Dirs_1.txt,157-7,Any[4],those to your right will have butterflies,Describe
Cleaned-EMWC_Grid0_6_7_Dirs_1.txt,157-8,Any[4],the intersection to your right will be vacant though blue tile will be visible to each side,Describe
Cleaned-EMWC_Grid0_7_1_Dirs_1.txt,637-1,"Any[2,4]",orient yourself to face the hall with brown brick,TurnToX
Cleaned-EMWC_Grid0_7_1_Dirs_1.txt,637-2,Any[4],blue-tiled hall should be to your left the intersection with the chair behind you,Describe
Cleaned-EMWC_Grid0_7_1_Dirs_1.txt,637-3,"Any[1,1,1,4]",go forward in the brown brick-floored hall until you reach the intersection with the hall with the pink-flowered carpet,Conditional
Cleaned-EMWC_Grid0_7_1_Dirs_1.txt,637-4,Any[4],this will contain an easel,Describe
Cleaned-EMWC_Grid0_7_2_Dirs_1.txt,1268-1,"Any[2,4]",you will walk on the brick flooring away from the shorter expanse of hallway containing the single chair toward longer expanse of hallway containing the lamp and the easel,AnyCombination
Cleaned-EMWC_Grid0_7_2_Dirs_1.txt,1268-2,"Any[1,1,1,4]",the square containing the easel is position 2,MoveToX
Cleaned-EMWC_Grid0_7_3_Dirs_1.txt,531-1,"Any[2,1,4]",you will follow the regular concrete path toward the blue tiled flooring one segment,AnyCombination
