"fname","actions","text","category"
"Cleaned-KLS_Grid0_5_7_Dirs_1.txt","Any[1,4]","the very next intersection will be position 7",""
"Cleaned-TJS_Grid0_6_2_Dirs_1.txt","Any[2,1,1,3,3,3,1,2,1,1,1,4]","it's at a spot between the yellow floor and the grey floor with an easel",""
"Cleaned-KLS_Grid0_1_7_Dirs_1.txt","Any[4]","follow the pink path to the red brick path intersection",""
"Cleaned-KLS_Grid0_1_7_Dirs_1.txt","Any[2,4]","take the red brick towards the butterflies on the wall",""
"Cleaned-KLS_Grid0_1_7_Dirs_1.txt","Any[1,1,1,4]","at the intersection of plain cement and red brick path this is position 7",""
"Cleaned-TJS_Grid0_5_3_Dirs_1.txt","Any[2,1,4]","go forward",""
"Cleaned-TJS_Grid0_5_3_Dirs_1.txt","Any[2,4]","then left",""
"Cleaned-TJS_Grid0_5_3_Dirs_1.txt","Any[1,1,4]","then straight down the bvlue hall until you get to a place in between a bench and a chair",""
"Cleaned-TJS_Grid0_5_4_Dirs_1.txt","Any[2,1,2,1,1,1,1,1,1,4]","go all the way down the blue hall",""
"Cleaned-TJS_Grid0_5_4_Dirs_1.txt","Any[2,4]","then take a right at the grassy hall",""
"Cleaned-TJS_Grid0_5_4_Dirs_1.txt","Any[1,1,1,4]","then go all the way down the grassy hall until it intersects with the yellow hall",""
"Cleaned-KLS_Grid0_7_1_Dirs_1.txt","Any[2,4]","take the red brick patch towards the lamp",""
"Cleaned-KLS_Grid0_7_1_Dirs_1.txt","Any[1,1,1,4]","once at the black easel you are at 1",""
"Cleaned-KLS_Grid0_4_3_Dirs_1.txt","Any[2,1,1,4]","take the green path to the red brick intersection",""
"Cleaned-KLS_Grid0_4_3_Dirs_1.txt","Any[3,4]","go left onto the red brick path",""
"Cleaned-KLS_Grid0_4_3_Dirs_1.txt","Any[1,1,1,1,2,1,4]","go towards the lamp and two intersections after the lamp turn right and when you can only go right or left you are at 3",""
"Cleaned-EDA_Grid0_3_1_Dirs_1.txt","Any[2,4]","turn so the wall is on your left",""
"Cleaned-EDA_Grid0_3_1_Dirs_1.txt","Any[1,1,1,4]","walk forward three times or until you reach the pink walkway",""
"Cleaned-EDA_Grid0_3_1_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Grid0_3_1_Dirs_1.txt","Any[1,4]","walk forward until you rech the red walkway",""
"Cleaned-EDA_Grid0_3_1_Dirs_1.txt","Any[4]","there should be a painting easel there too",""
"Cleaned-EDA_Grid0_6_4_Dirs_1.txt","Any[2,4]","turn so the wall is on your back",""
"Cleaned-EDA_Grid0_6_4_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_Grid0_6_4_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Grid0_6_4_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-KXP_Grid0_4_5_Dirs_1.txt","Any[2,1,1,1,3,1,1,4]","head all the way toward the butterfly hallway",""
"Cleaned-KXP_Grid0_4_5_Dirs_1.txt","Any[1,1,1,1,1,4]","keep going down it until you reach a dead end square area",""
"Cleaned-KXP_Grid0_4_5_Dirs_1.txt","Any[3,1,3,1,4]","pos 5 is in the corner to the left as you enter the square block",""
"Cleaned-EMWC_Grid0_5_2_Dirs_1.txt","Any[2,4]","face toward the hatrack",""
"Cleaned-EMWC_Grid0_5_2_Dirs_1.txt","Any[1,4]","walk the one segment to it",""
"Cleaned-EMWC_Grid0_5_2_Dirs_1.txt","Any[2,4]","turn right in the blue-tiled hall",""
"Cleaned-EMWC_Grid0_5_2_Dirs_1.txt","Any[1,1,1,1,1,4]","go forward until you reach a hall with pink flowered carpet",""
"Cleaned-EMWC_Grid0_5_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Grid0_5_2_Dirs_1.txt","Any[1,1,1,4]","follow this hall until it 't's with the yellow-tiled hall",""
"Cleaned-EMWC_Grid0_5_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Grid0_5_2_Dirs_1.txt","Any[1,1,4]","postion 2 is the intersection at the end of the hall containing the easel",""
"Cleaned-WLH_Grid0_7_2_Dirs_1.txt","Any[2,4]","at seven face the long alley with a lamp and an easel in front of you",""
"Cleaned-WLH_Grid0_7_2_Dirs_1.txt","Any[1,1,1,4]","walk to the easel",""
"Cleaned-WLH_Grid0_7_2_Dirs_1.txt","Any[4]","you should see flowered carpet to the sides",""
"Cleaned-EDA_Grid0_7_6_Dirs_1.txt","Any[2,4]","turn to face the long red hallway",""
"Cleaned-EDA_Grid0_7_6_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_Grid0_7_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Grid0_7_6_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EMWC_Grid0_1_7_Dirs_1.txt","Any[2,4]","orient yourself to face the longer portion of the brick hall",""
"Cleaned-EMWC_Grid0_1_7_Dirs_1.txt","Any[4]","the hatrack in the brick hall should be one segment behind you",""
"Cleaned-EMWC_Grid0_1_7_Dirs_1.txt","Any[4]","the bench at the intersection of the pink-flowered carpet hall and the yellow-tiled hall at your left; the intersection of the blue-tiled hall the the pink-flowered carpet hall to your right",""
"Cleaned-EMWC_Grid0_1_7_Dirs_1.txt","Any[1,1,1,4]","go forward three segments",""
"Cleaned-EMWC_Grid0_1_7_Dirs_1.txt","Any[4]","there should be a bare concrete floored hall at the this intersection; pictures of butterflies in the hall to the right leading to an empty 't' intersection with the blue-tiled hall and pictures of the eiffel tower leading to an empty 't' intersection to your left",""
"Cleaned-WLH_Grid0_6_2_Dirs_1.txt","Any[2,3,4]","with your back to the wall at 6 turn left",""
"Cleaned-WLH_Grid0_6_2_Dirs_1.txt","Any[1,1,4]","walk to the second alley",""
"Cleaned-WLH_Grid0_6_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-WLH_Grid0_6_2_Dirs_1.txt","Any[2,2,1,3,4]","you should see an easel on dark gray carpet",""
"Cleaned-WLH_Grid0_6_2_Dirs_1.txt","Any[1,1,1,4]","walk to it",""
"Cleaned-WLH_Grid0_1_6_Dirs_1.txt","Any[2,1,4]","face the long red-bricked alley and move along it to the wooden flooring",""
"Cleaned-WLH_Grid0_1_6_Dirs_1.txt","Any[3,4]","turn right",""
"Cleaned-WLH_Grid0_1_6_Dirs_1.txt","Any[1,4]","move one block",""
"Cleaned-EDA_Grid0_6_2_Dirs_1.txt","Any[2,4]","turn so the wall is on your right",""
"Cleaned-EDA_Grid0_6_2_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Grid0_6_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Grid0_6_2_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EMWC_Jelly0_6_7_Dirs_1.txt","Any[2,1,4]","go forward one segment to the intersection with the pink-flowered carpet",""
"Cleaned-EMWC_Jelly0_6_7_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_7_Dirs_1.txt","Any[1,4]","go forward one segment to the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_6_7_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_7_Dirs_1.txt","Any[1,1,4]","go forward about two segments to the intersection containing the chair",""
"Cleaned-EMWC_Jelly0_6_7_Dirs_1.txt","Any[4]","to one side you will see an intersection with the stone hall containing a stool",""
"Cleaned-EMWC_Jelly0_6_7_Dirs_1.txt","Any[2,1,4]","go forward one segment to this intersection",""
"Cleaned-KXP_Jelly0_4_7_Dirs_1.txt","Any[2,1,4]","go out of the dead end you are in",""
"Cleaned-KXP_Jelly0_4_7_Dirs_1.txt","Any[1,1,4]","go to the other end of the hallway",""
"Cleaned-KXP_Jelly0_4_7_Dirs_1.txt","Any[2,4]","make a right at the end",""
"Cleaned-KXP_Jelly0_4_7_Dirs_1.txt","Any[1,1,4]","keep going till you get to a piece of furniture",""
"Cleaned-EDA_Jelly0_1_6_Dirs_1.txt","Any[2,4]","turn so the wall is on your right side",""
"Cleaned-EDA_Jelly0_1_6_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_1_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_1_6_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_Jelly0_1_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_1_6_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_1_6_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_1_6_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_1_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_1_6_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EMWC_Jelly0_6_1_Dirs_1.txt","Any[2,1,4]","go forward one segment to the intersection with the pink-flowered carpet hall",""
"Cleaned-EMWC_Jelly0_6_1_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_1_Dirs_1.txt","Any[1,4]","go forward one segment to the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_6_1_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_6_1_Dirs_1.txt","Any[1,4]","go to the end of the hall one segment",""
"Cleaned-EMWC_Jelly0_6_1_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_1_Dirs_1.txt","Any[1,4]","go forward passing the easel",""
"Cleaned-EMWC_Jelly0_6_1_Dirs_1.txt","Any[1,4]","follow the bare concrete hall to the intersection with the brick hall",""
"Cleaned-EMWC_Jelly0_6_1_Dirs_1.txt","Any[3,4]","turn into the brick hall",""
"Cleaned-EMWC_Jelly0_6_1_Dirs_1.txt","Any[1,4]","go forward to the intersection which has butterfly pictures on one side and eiffel tower pictures on the other",""
"Cleaned-WLH_Jelly0_1_3_Dirs_1.txt","Any[2,1,4]","face and move to the chair",""
"Cleaned-WLH_Jelly0_1_3_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-WLH_Jelly0_1_3_Dirs_1.txt","Any[1,2,4]","move to this chair and turn right",""
"Cleaned-WLH_Jelly0_1_3_Dirs_1.txt","Any[1,4]","move along the stone floor to the stool",""
"Cleaned-WLH_Jelly0_1_3_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-WLH_Jelly0_1_3_Dirs_1.txt","Any[1,4]","move to the chair",""
"Cleaned-WLH_Jelly0_1_3_Dirs_1.txt","Any[2,1,4]","turn right and move to the next alley",""
"Cleaned-WLH_Jelly0_1_3_Dirs_1.txt","Any[4]","in front of you is a hatrack and to your left is grey floored alley",""
"Cleaned-TJS_Jelly0_4_7_Dirs_1.txt","Any[4]","it's in the middle of a grey floored hall with a stool",""
"Cleaned-WLH_Jelly0_2_3_Dirs_1.txt","Any[2,4]","at two face the lamp",""
"Cleaned-WLH_Jelly0_2_3_Dirs_1.txt","Any[1,3,1,2,1,1,3,1,4]","move forward and follow the alley around until you end up on blue carpet",""
"Cleaned-WLH_Jelly0_2_3_Dirs_1.txt","Any[2,1,1,1,1,4]","walk on the blue until you pass a chair w/ a four way intersection",""
"Cleaned-WLH_Jelly0_2_3_Dirs_1.txt","Any[4]","one block past the chair is p-3",""
"Cleaned-WLH_Jelly0_2_3_Dirs_1.txt","Any[4]","you see a hat rack in front of you and an alley to your left",""
"Cleaned-KLS_Jelly0_6_5_Dirs_1.txt","Any[2,4]","go straight towards the pink path",""
"Cleaned-KLS_Jelly0_6_5_Dirs_1.txt","Any[1,3,4]","at this intersection go left onto the pink path",""
"Cleaned-KLS_Jelly0_6_5_Dirs_1.txt","Any[1,2,4]","at the very next intersection go right onto the blue path",""
"Cleaned-KLS_Jelly0_6_5_Dirs_1.txt","Any[1,3,4]","at the end of this hall at the corner go left towards the easel",""
"Cleaned-KLS_Jelly0_6_5_Dirs_1.txt","Any[1,2,1,4]","take a right at the easel onto the wood path and the first section you come to will be 5",""
"Cleaned-KLS_Jelly0_7_6_Dirs_1.txt","Any[2,1,4]","go towards the chair",""
"Cleaned-KLS_Jelly0_7_6_Dirs_1.txt","Any[3,4]","at the chair go left onto the blue path",""
"Cleaned-KLS_Jelly0_7_6_Dirs_1.txt","Any[1,1,4]","follow it until you come to the pink path inersection",""
"Cleaned-KLS_Jelly0_7_6_Dirs_1.txt","Any[2,4]","here go right onto the pink path",""
"Cleaned-KLS_Jelly0_7_6_Dirs_1.txt","Any[1,2,1,4]","at the very next intersection take a right onto the plain path and follow it to the end of the hall",""
"Cleaned-KXP_Jelly0_7_6_Dirs_1.txt","Any[2,1,4]","go to blue",""
"Cleaned-KXP_Jelly0_7_6_Dirs_1.txt","Any[3,1,1,4]","then pink",""
"Cleaned-KXP_Jelly0_7_6_Dirs_1.txt","Any[2,4]","make a right",""
"Cleaned-KXP_Jelly0_7_6_Dirs_1.txt","Any[1,2,1,4]","then anopther right",""
"Cleaned-WLH_Jelly0_1_6_Dirs_1.txt","Any[2,2,1,4]","with your back to the wall turn right and move into the corner",""
"Cleaned-WLH_Jelly0_1_6_Dirs_1.txt","Any[2,1,1,4]","turn right again and walk past the easel to the blue carpeted side alley",""
"Cleaned-WLH_Jelly0_1_6_Dirs_1.txt","Any[2,1,4]","turn right and move to the next side alley",""
"Cleaned-WLH_Jelly0_1_6_Dirs_1.txt","Any[3,4]","turning left you see flowered carpet",""
"Cleaned-WLH_Jelly0_1_6_Dirs_1.txt","Any[1,2,4]","move forward and turn right at the first alley",""
"Cleaned-WLH_Jelly0_1_6_Dirs_1.txt","Any[1,4]","move to the deadend",""
"Cleaned-WLH_Jelly0_4_6_Dirs_1.txt","Any[2,1,4]","move one block on the green octagon carpet",""
"Cleaned-WLH_Jelly0_4_6_Dirs_1.txt","Any[4]","the side alleys have blue flooring and in front of you",""
"Cleaned-WLH_Jelly0_4_6_Dirs_1.txt","Any[4]","you see grey stone",""
"Cleaned-WLH_Jelly0_4_6_Dirs_1.txt","Any[1,2,4]","turn right down the long blue alley",""
"Cleaned-WLH_Jelly0_4_6_Dirs_1.txt","Any[1,1,1,1,4]","move past the stool and the chair to the side alley with flowered carpet",""
"Cleaned-WLH_Jelly0_4_6_Dirs_1.txt","Any[2,1,2,4]","turn down this alley and turn right at the first alley",""
"Cleaned-WLH_Jelly0_4_6_Dirs_1.txt","Any[1,4]","move to the dead end",""
"Cleaned-EMWC_Jelly0_6_3_Dirs_1.txt","Any[2,1,4]","go forward one segment to the pink-flowered carpet hall",""
"Cleaned-EMWC_Jelly0_6_3_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_3_Dirs_1.txt","Any[1,4]","go forward one segment ot the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_6_3_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_3_Dirs_1.txt","Any[1,1,1,4]","go forward about two segments to an intersection with a bare concrete hall",""
"Cleaned-EMWC_Jelly0_6_3_Dirs_1.txt","Any[4]","this intersection is empty but the one on either side in the blue-tiled hall contain furniture",""
"Cleaned-EMWC_Jelly0_6_5_Dirs_1.txt","Any[2,1,4]","go forward one segment to the intersection with the pink-flowered carpet hall",""
"Cleaned-EMWC_Jelly0_6_5_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_5_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the blue-tiled floor",""
"Cleaned-EMWC_Jelly0_6_5_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_6_5_Dirs_1.txt","Any[1,4]","go forward one segment to the end of the hall",""
"Cleaned-EMWC_Jelly0_6_5_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_5_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the wooden-floored hall",""
"Cleaned-EMWC_Jelly0_6_5_Dirs_1.txt","Any[4]","this intersection contains an easel",""
"Cleaned-EMWC_Jelly0_6_5_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_6_5_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-WLH_Jelly0_4_1_Dirs_1.txt","Any[2,1,1,1,2,4]","move to the other end of the alley and turn right",""
"Cleaned-WLH_Jelly0_4_1_Dirs_1.txt","Any[1,1,1,4]","move along the stone floor to the sofa chair",""
"Cleaned-WLH_Jelly0_4_1_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-WLH_Jelly0_4_1_Dirs_1.txt","Any[1,2,4]","move to this sofa chair and turn right",""
"Cleaned-WLH_Jelly0_4_1_Dirs_1.txt","Any[1,4]","move to the next alley",""
"Cleaned-WLH_Jelly0_4_1_Dirs_1.txt","Any[4]","to your left is grey flooring and in front of you is brick",""
"Cleaned-EDA_Jelly0_7_5_Dirs_1.txt","Any[2,4]","turn so that your back is to the wall",""
"Cleaned-EDA_Jelly0_7_5_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_7_5_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_7_5_Dirs_1.txt","Any[1,1,1,4]","walk forward three times",""
"Cleaned-EDA_Jelly0_7_5_Dirs_1.txt","Any[3,1,4]","turn left walk forward once",""
"Cleaned-EDA_Jelly0_7_5_Dirs_1.txt","Any[2,1,4]","turn right walk forward once",""
"Cleaned-EMWC_Jelly0_1_4_Dirs_1.txt","Any[2,4]","place your back to the wall of the 't' intersection",""
"Cleaned-EMWC_Jelly0_1_4_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_1_4_Dirs_1.txt","Any[1,4]","go forward one segment to the end of the hall",""
"Cleaned-EMWC_Jelly0_1_4_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_1_4_Dirs_1.txt","Any[1,1,4]","go forward two segments to the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_1_4_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_1_4_Dirs_1.txt","Any[1,1,1,1,1,4]","go forward to the intersection with the yellow-tiled hall",""
"Cleaned-EMWC_Jelly0_1_4_Dirs_1.txt","Any[4]","this intersection contains a hatrack",""
"Cleaned-EMWC_Jelly0_1_4_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_1_4_Dirs_1.txt","Any[1,1,4]","go forward two segments to the end of the hall",""
"Cleaned-EDA_Jelly0_3_7_Dirs_1.txt","Any[2,4]","turn so the wall is on your left",""
"Cleaned-EDA_Jelly0_3_7_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_3_7_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_3_7_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-TJS_Jelly0_2_4_Dirs_1.txt","Any[4]","position 4 is at the dead end of a hall with yellow floors and fish on the walls",""
"Cleaned-KLS_Jelly0_6_3_Dirs_1.txt","Any[2,4]","go towards the pink path",""
"Cleaned-KLS_Jelly0_6_3_Dirs_1.txt","Any[1,3,4]","once at this intersection go left onto the pink path",""
"Cleaned-KLS_Jelly0_6_3_Dirs_1.txt","Any[1,3,4]","at the very next intersection take a left onto the blue path",""
"Cleaned-KLS_Jelly0_6_3_Dirs_1.txt","Any[1,1,1,4]","follow the blue path towards the chair and one intersection after the chair will be 3",""
"Cleaned-WLH_Jelly0_3_7_Dirs_1.txt","Any[2,1,4]","face and move to the chair",""
"Cleaned-WLH_Jelly0_3_7_Dirs_1.txt","Any[3,1,4]","turn left and move to the stool",""
"Cleaned-EDA_Jelly0_4_7_Dirs_1.txt","Any[2,4]","only one direction to go",""
"Cleaned-EDA_Jelly0_4_7_Dirs_1.txt","Any[1,1,1,4]","walk to the end of the yellow hallway 3 steps",""
"Cleaned-EDA_Jelly0_4_7_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_4_7_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[2,4]","place your back against the wall of the 't' intersection",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[4]","this interesction contains a chair",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[1,1,1,4]","go forward to the end of the hall",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the wooden-floored hall",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[4]","this intersection conatains an easel",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[1,1,4]","go forward two segments to the end of the hall",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection containing the lamp",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_7_2_Dirs_1.txt","Any[1,4]","go forward one segment to the empty corner",""
"Cleaned-TJS_Jelly0_5_7_Dirs_1.txt","Any[4]","position 7 is in the middle of the grey floored hall",""
"Cleaned-WLH_Jelly0_3_4_Dirs_2.txt","Any[2,1,4]","face and move to the hatrack",""
"Cleaned-WLH_Jelly0_3_4_Dirs_2.txt","Any[3,1,4]","turn left and move forward along the green octagon flooring",""
"Cleaned-WLH_Jelly0_3_4_Dirs_2.txt","Any[1,4]","p 4 is at the end of this alley",""
"Cleaned-WLH_Jelly0_3_1_Dirs_1.txt","Any[2,1,3,4]","move to the chair and turn left",""
"Cleaned-WLH_Jelly0_3_1_Dirs_1.txt","Any[1,2,4]","move forward to the stool and turn right",""
"Cleaned-WLH_Jelly0_3_1_Dirs_1.txt","Any[1,3,4]","turn left at the chair and face another chair",""
"Cleaned-WLH_Jelly0_3_1_Dirs_1.txt","Any[1,2,1,4]","turn right at this second chair and move along brick to the next alley",""
"Cleaned-WLH_Jelly0_3_1_Dirs_1.txt","Any[4]","to your left is grey flooring",""
"Cleaned-WLH_Jelly0_5_3_Dirs_1.txt","Any[2,1,4]","face and move to the easel",""
"Cleaned-WLH_Jelly0_5_3_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-WLH_Jelly0_5_3_Dirs_1.txt","Any[4]","the right side alley should have blue flooring",""
"Cleaned-WLH_Jelly0_5_3_Dirs_1.txt","Any[1,2,1,4]","move to it and down the alley",""
"Cleaned-WLH_Jelly0_5_3_Dirs_1.txt","Any[1,1,1,4]","move one alley past the chair",""
"Cleaned-WLH_Jelly0_5_3_Dirs_1.txt","Any[1,4]","in front of you is a hatrack and to your left is grey flooring",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[2,4]","turn so that the wall is on your left and to your back",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[1,1,1,1,1,4]","walk forward five times or until you reach the yellow walkway",""
"Cleaned-EDA_Jelly0_2_4_Dirs_2.txt","Any[3,1,1,4]","turn left and continue 2 steps to the end of the yellow hallway",""
"Cleaned-KLS_Jelly0_6_2_Dirs_1.txt","Any[2,4]","go straight towards the pink path",""
"Cleaned-KLS_Jelly0_6_2_Dirs_1.txt","Any[1,3,4]","take a left onto the pink path",""
"Cleaned-KLS_Jelly0_6_2_Dirs_1.txt","Any[1,2,4]","at the next intersection take a right onto the blue path",""
"Cleaned-KLS_Jelly0_6_2_Dirs_1.txt","Any[1,3,4]","at the end of the hall go left towards the easel",""
"Cleaned-KLS_Jelly0_6_2_Dirs_1.txt","Any[1,2,4]","at the easel take a right onto the wood path",""
"Cleaned-KLS_Jelly0_6_2_Dirs_1.txt","Any[1,1,3,4]","follow this to the end of the hall and at the corner go left towards the lamp",""
"Cleaned-KLS_Jelly0_6_2_Dirs_1.txt","Any[1,2,1,4]","at the lamp take another right and follow it to the end of the hall at the corner",""
"Cleaned-EDA_Jelly0_5_1_Dirs_1.txt","Any[2,4]","turn to face the easel",""
"Cleaned-EDA_Jelly0_5_1_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_5_1_Dirs_1.txt","Any[2,1,4]","turn right and walk forward once",""
"Cleaned-EDA_Jelly0_5_1_Dirs_1.txt","Any[3,1,4]","turn left and walk forward once",""
"Cleaned-TJS_Jelly0_3_7_Dirs_1.txt","Any[4]","position 7 is in the middle of the grey tiled floor hall",""
"Cleaned-KLS_Jelly0_1_6_Dirs_1.txt","Any[2,4]","follow the red brick path away from the bench",""
"Cleaned-KLS_Jelly0_1_6_Dirs_1.txt","Any[1,2,4]","at the corner go right towards the easel",""
"Cleaned-KLS_Jelly0_1_6_Dirs_1.txt","Any[1,1,2,4]","past the easel and at the next corner take a right onto the blue path",""
"Cleaned-KLS_Jelly0_1_6_Dirs_1.txt","Any[1,3,4]","at the first intersection take a left onto the pink path",""
"Cleaned-KLS_Jelly0_1_6_Dirs_1.txt","Any[1,2,1,4]","again take a right at the first intersection and go to the end of the hall",""
"Cleaned-WLH_Jelly0_3_5_Dirs_2.txt","Any[2,1,1,4]","face and move past the chair",""
"Cleaned-WLH_Jelly0_3_5_Dirs_2.txt","Any[1,1,3,4]","at the end of the blue flooring turn left",""
"Cleaned-WLH_Jelly0_3_5_Dirs_2.txt","Any[1,2,4]","move to the easel and turn right",""
"Cleaned-WLH_Jelly0_3_5_Dirs_2.txt","Any[4]","you should be facing the longer wooden floored alley",""
"Cleaned-WLH_Jelly0_3_5_Dirs_2.txt","Any[1,4]","from the easel move one block and place yourself between butterfly pictures",""
"Cleaned-KXP_Jelly0_2_4_Dirs_1.txt","Any[4]","dead end of the fish area",""
"Cleaned-EMWC_Jelly0_1_6_Dirs_1.txt","Any[1,2,1,4]","position 6 is at the end of a bare concrete hall one segment along the pink-flowered carpet hall away from the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_1_6_Dirs_1.txt","Any[4]","in the opposite direction from the intersection of the blue-tiled hall with the pink-flowered carpet hall the hall contains some furniture",""
"Cleaned-EMWC_Jelly0_1_6_Dirs_1.txt","Any[2,4]","if you start with your back toward the wall you should not go forward toward the grassy hall",""
"Cleaned-EMWC_Jelly0_1_6_Dirs_1.txt","Any[4]","the blue-tiled hall is behind you",""
